id,text,aspect_term,aspect_term_polarity,aspect_term_from,aspect_term_to
1140,"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,negative,2,27
2143,Quality Display  I was surprised with the performance and quality of this HP Laptop.,Quality Display,positive,0,15
,Quality Display  I was surprised with the performance and quality of this HP Laptop.,performance,positive,42,53
,Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,positive,58,65
1778,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,4,16
1769,The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,positive,4,25
2447,"Its fast, has High definition quality in the videos.",High definition quality,positive,14,37
477,They transfer you around to other people who do not understand what you are saying and you can't understand what they are saying.,,,,
2390,"Speakers don't get that loud, but good enough.",Speakers,conflict,0,8
1134,I have had it 9 months and it is already a $250 loss.,,,,
1676,Another Great thing is the Beast graphics.,Beast graphics,positive,27,41
1866,  I was WRONG!,,,,
27,The ease of set up was terrific.,set up,positive,12,18
2619,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,wall charger,neutral,65,77
,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,battery,positive,88,95
31,"Screen is crystal clear, yes it's small - but it's a netbook!",Screen,conflict,0,6
317,So this review might be a tad bit bias.,,,,
480,"This was around three years, maybe four years ago.",,,,
2935,The battery life is probably an hour at best.,battery life,negative,4,16
1369,This is a review of windows vista system.,windows vista system,neutral,20,40
1533,She said its very user friendly.,,,,
2950,"Kind of annoying, but I still love the laptop.",,,,
3057,"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,neutral,55,68
1536,"I am very happy I bought this Mac, well worth the extra money.",,,,
1001,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,negative,54,58
830,  There's literally no way to make it sing with Vista.,Vista,negative,48,53
2164,"After looking at all the pros and cons, I decided on the Macbook Pro.",,,,
2913,Screen size is perfect for portable use in any environment.,Screen size,positive,0,11
32,"First, it does not have a push button to open the lid.",push button,negative,26,37
,"First, it does not have a push button to open the lid.",lid,neutral,50,53
328,Hope this helped!,,,,
1626,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4,neutral,85,94
,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",1 GB ram,neutral,103,111
2067,I now realize that my $900 would have been better spent on a Windows laptop.,Windows,positive,61,68
1999,"Please, anyone who is considering getting this computer, stop.",,,,
2912,This laptop serves all my needs.,,,,
1184,) And printing from either word processor is an adventure.,word processor,negative,27,41
1571,Very satisfied.,,,,
1238,Do not  buy it!,,,,
615,-Estimated time to fix it: 10 working days or less.,,,,
2065,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,negative,62,78
482,I had my computer custom built from Sonystyle.com.,,,,
1187,Another included program that is laughable is the chess game.,included program,negative,8,24
711,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,negative,19,25
2846,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps,positive,41,62
,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",internet use,positive,27,39
1970,I will not buy another one.,,,,
1422,Time will tell.,,,,
2873,"The price was very good, and the product is top quality.",price,positive,4,9
,"The price was very good, and the product is top quality.",quality,positive,48,55
679,This computer is really fast and I'm shocked as to how easy it is to get used to...,,,,
653,It played various games without problems and ran aero smoothly and flawlessly.,games,neutral,18,23
,It played various games without problems and ran aero smoothly and flawlessly.,aero,neutral,49,53
1130,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral,20,30
,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,35,42
1902,  The screen almost looked like a barcode when it froze.,screen,negative,6,12
1831,I have found a lot of online sources to help me but think that I would have learned a lot quicker if I would have taken the class.,,,,
1985,"From the get-go, the M6809 was unsteady in its operation;",operation,negative,47,56
894,She tells me about it all the time but I tend to shut off all cognitive functions when she gets that yapper going.,,,,
292,I could not even put my entire music collection on this garabage.,,,,
2295,One of the wonderful things about Macs is that they are virus free.,,,,
1730,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,positive,86,92
1540,"It even has a great webcam, and Skype works very well.",webcam,positive,20,26
,"It even has a great webcam, and Skype works very well.",Skype,positive,32,37
1794,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame,positive,17,40
,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",keyboard,positive,50,58
2407,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program,positive,19,41
,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,positive,73,81
2827,This computer I used daily nice compact design.,design,positive,40,46
2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,positive,4,21
,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",Intel built-in card,positive,125,144
,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games,neutral,112,117
965,"I practically have a new laptop with all the ""fixes"" they have done!",,,,
1631,"Finally, I purchased a Toshiba.",,,,
1972,It was hard to handle and operate at school.,handle,negative,15,21
,It was hard to handle and operate at school.,operate,negative,26,33
1345,You may just lose 1 customer for now.,,,,
2867,It has easy to use features and all the speed and power I could ask for.,features,positive,19,27
,It has easy to use features and all the speed and power I could ask for.,speed,positive,40,45
,It has easy to use features and all the speed and power I could ask for.,power,positive,50,55
592,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,negative,3,20
,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",Applecare warranty plan,positive,106,129
1756,"Many thanks, Overstock.com.",,,,
2345,I love it and the change in lifestyle that came with it.,,,,
1098,")only to get another ""HP/Compaq"" piece of crap.",,,,
2134,I preferred the fit and feel of the 13 inch.,13 inch,positive,36,43
542,power supply went bad after 2 weeks --,power supply,negative,0,12
1363,Emachines says they're waiting for a part and refuses to replace entire unit.,,,,
2373,"The screen takes some getting use to, because it is smaller than the laptop.",screen,negative,4,10
44,I regret buying it before understanding how awful it is to use.,use,negative,59,62
1383,The right speaker did not work.,right speaker,negative,4,17
1846,  Dealing with the support drone on the other end of the chat was sheer torture.,support,negative,19,26
578,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro,positive,4,17
59,"The computer runs extremely slowly, whether opening Word or My Computer.",runs,negative,13,17
1509,But I am glad to have gotten mine right before they stopped making it.,,,,
1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S,positive,4,24
,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win XP,neutral,80,86
,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Visa,neutral,88,92
,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,neutral,96,100
,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",use,positive,46,49
1132,A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.,,,,
1809,I've always used PC's for work home and this is my first experience with a Mac.,,,,
2229,"i asked many people, search on the net and also read reviews here in best buy.",,,,
2313,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup,neutral,0,7
,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",shutdown,neutral,29,37
,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",resume from sleep,neutral,54,71
3062,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,positive,4,10
,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",keyboard,positive,56,64
,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",fit,positive,73,76
999,I returned it to Best Buy on the ninteenth of April.,,,,
2485,I have only had PCs with Windows before so this takes a little getting use to.,Windows,neutral,25,32
2848,I was so excited to receive the Toshiba L455 as a gift/bonus for some work I had done for a friend of mine!,,,,
2862,I had left my regular laptop at home and needed something to use while out of town .,,,,
1443,"Summary: After doing some investigation on the web, I have found that Toshiba NB205s are not chronically not booting.",,,,
676,super fast processor and really nice graphics card..,processor,positive,11,20
,super fast processor and really nice graphics card..,graphics card,positive,37,50
1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size,positive,160,164
,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",external keyboard,neutral,189,206
,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",mouse,neutral,208,213
,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",monitor,neutral,219,226
125,"I Contacted HP  about this situation and was given excuses, without results.",,,,
1325,You know what? I happened to buy a defective blood pressure monitor a week ago at the Bukit Batok Polyclinic NHG Pharmacy a week ago.,,,,
2308,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,negative,55,71
2689,"I dislike the weight and size, cubersome.",weight,negative,14,20
,"I dislike the weight and size, cubersome.",size,negative,25,29
2995,The wheel that turns the volume up and down doesn't work in real time.,wheel,negative,4,9
1437,I can't even install one of the 3 printers I have in my house so I am unable to print.,,,,
1625,I cannot be happier with the service or product.,service,positive,29,36
2971,Everything was so easy.,,,,
1242,"To list a few: They tend to get hot enough to cause 3rd degree burns, as well as ignite any flamable material if near the part that happens to heat up.",,,,
2364,Got this for a graduation gift for my daughter for her to use at college.,,,,
581,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,positive,45,62
1891,"After 5 months of failed repairs, requested a full refund but was refused and it still is not repaired and Acer is indifferent to the issue.",,,,
2872,The Toshiba laptop was a great purchase.,,,,
1176,"After years of using PCs, a new Mac user is basically forced to re-learn how to use a computer.",,,,
700,Speakers doesn't sound that great.,Speakers,negative,0,8
1381,You better believe my next computer will be a MAC!,,,,
690,I love it!,,,,
2809,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,positive,7,16
,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",ergonomics,negative,94,104
,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",connections,negative,125,136
299,Now that I have it I see that I really needed this for much more.,,,,
1163,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,negative,24,46
843,"The ""abuse"" is that I pushed the power plug in too hard.",power plug,negative,33,43
1490,"It is easy to find documents, and keep them in one area.",,,,
2625,The resolution on the screen is almost pure HD.,resolution on the screen,positive,4,28
2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs,neutral,13,21
,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iLife,neutral,49,54
,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iWork,neutral,59,64
2682,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,negative,40,46
1857,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",,,,
447,Easy learning curve.,,,,
2066,"I go to purchase it on line, and I find out that the device will not be available until almost two months later!",,,,
1397,dell is a decently made pc.,,,,
1817,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery,positive,18,26
,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",value,positive,6,11
248,The Internet Explorer was very slow from the very beginning.,Internet Explorer,negative,4,21
836,The AC power port becomes loose over time,AC power port,negative,4,17
1350,Best Buy laughed when I told them they should replace it instead of expecting me to be without a computer again for another couple of weeks.,,,,
1682,"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.",running system,positive,71,85
2019,The computer would not ever cut back on.,,,,
234,The ease in which you set everything up is such that a child could do it.,,,,
2818,i would have to say that overall its great!,,,,
2952,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,negative,41,49
879,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,positive,58,70
,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,negative,78,90
2289,It's the inside that is truly wonderful.,,,,
1592,Enjoy that Toshib force and durability unparalleled,force,positive,18,23
,Enjoy that Toshib force and durability unparalleled,durability,positive,28,38
780,I purchased this laptop 9 months ago!,,,,
2101,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,positive,28,42
166,Returning this as soon as I get out of work,,,,
706,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,neutral,46,58
2468,This unit is not.,,,,
2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,positive,12,30
,"We love the size of the screen, although it is still lightweight and very easy to tote around.",tote,positive,82,86
1245,"They aren't worth the money, even though they are on the cheap side, laptop speaking.",,,,
522,"Either way the entire thing was just a joke, a complete rip off!",,,,
795,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative,39,43
1714,So glad I decided to upgrade!,,,,
326,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,positive,74,77
1458,  the battery is irreplaceable.,battery,negative,6,13
805,"*IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!",,,,
2084,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7,positive,109,114
,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,positive,126,145
1156,It's catatonic.,,,,
503,"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton,negative,134,140
277,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet,negative,4,12
,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",command prompt,negative,79,93
2105,It's software and speed enable it to do amazing things.,software,positive,5,13
,It's software and speed enable it to do amazing things.,speed,positive,18,23
1416,The Toshiba Satellite laptop is  DESIGNED  to fail !,,,,
512,"He came into my house, fiddled around on the computer for a good forty minutes and got ready to leave before it was even done doing what he was doing to it.",,,,
1883,"My wireless provider confirmed my home internet is fine, and any connections I turn on should work.",,,,
1268,Could not keep up with me and finally the hard drive went out.,hard drive,negative,42,52
972,I could have purchased a cheap computer to do what I'm doing now!,,,,
2603,"I am most impressed with the programming, including the iPhoto.",programming,positive,29,40
,"I am most impressed with the programming, including the iPhoto.",iPhoto,positive,56,62
213,Speakers too small to be of any real use.,Speakers,negative,0,8
2621,"I upgraded it's RAM to 2GB, I am very happy with it.",RAM,positive,16,19
2658,This is a great computer.,,,,
2518,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,positive,56,64
1312,Dismantle the whole thing? Then it will not be a newly manufactured set like before.,,,,
62,They should have included more memory on their computers if they knew Vista would run slowly.,memory,negative,31,37
,They should have included more memory on their computers if they knew Vista would run slowly.,Vista,negative,70,75
445,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,Battery life,negative,0,12
,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,price,positive,49,54
90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,negative,4,11
,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,25,31
,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,94,100
2434,It wouldn't fit in most 17-inch bags.,,,,
502,The first time it crashed was maybe going on a year and a half of having it.,,,,
1366,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,neutral,12,20
,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,negative,33,43
1975,I paid $800 for this computer from my school campus bookstore.,,,,
24,It is small enough to fit in one of my purses!,,,,
1542,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,positive,4,21
2195,"I was very worried about making the two compatible- but literally, it was so simple I was almost worried that I was doing something wrong.",,,,
2343,Note that I don't ordinarily take the time to write a review.,,,,
456,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list,positive,23,32
,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,desktop icons,negative,82,95
1892,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,negative,82,90
1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price,positive,94,99
,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",performance,positive,104,115
,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",built,positive,16,21
,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",look,positive,38,42
1547,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.",,,,
582,"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,positive,4,14
2856,Buyer Beware.,,,,
2958,It has served my needs quite nicely for the most part.,,,,
2875,The Toshiba laptop I am using is easier to use than most I have tried.,use,positive,43,46
901,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,neutral,154,162
2880,So we exchanged it for the same on and after 2 hours it didn't work.,work,negative,63,67
1395,do not buy you will be disappointed.,,,,
1010,I just recently had to ship my laptop back to HP for repair.,,,,
804,I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,,,,
1234,We don't Mind and You don't Matter.,,,,
2393,"I love the size, keyboard, the functions.",size,positive,11,15
,"I love the size, keyboard, the functions.",keyboard,positive,17,25
,"I love the size, keyboard, the functions.",functions,positive,31,40
1261,But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,,,,
2837,the mouse is way way way to sensitve.,mouse,negative,4,9
1442,Toshiba knows there is a manufacturing defect but will not acknowledge it.,,,,
2547,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,positive,4,6
,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,run,positive,82,85
1070,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,negative,80,86
21,"Waited on getting this computer, but it has been a great change.",,,,
99,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,negative,59,75
1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,positive,49,60
,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,positive,62,77
,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,positive,91,94
3078,the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor,positive,4,16
,the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,positive,49,52
707,I was getting extrememly frustrated when I would want to do these simple taks that I would have to wait and wait and wait for things to download or virus that would clog up my PC.,,,,
897,Enjoy your sitdown,,,,
2009,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,negative,6,13
,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,27,33
,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,96,102
963,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,neutral,60,68
,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",keys,neutral,70,74
,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",casing,neutral,80,86
86,I have had my new Macbook Pro i5 for a couple of days and have recycled ALL of my old PC laptops.,,,,
1645,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,neutral,62,78
2792,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,negative,46,70
2575,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,negative,62,70
571,very convenient when you travel and the battery life is excellent...,battery life,positive,40,52
2011,  The machine is slow to boot up and occasionally crashes completely.,boot up,negative,25,32
2161,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge,positive,83,89
3080,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,neutral,83,85
1464,At first it's like you're in that honeymoon stage with your laptop.,,,,
2446,I didn't want to buy a generic brand computer but it is really nice.,,,,
2542,i can use it for all of my needs.,,,,
2262,"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer.",,,,
2583,the screen brightness automatically adjusts.,screen brightness,neutral,4,21
2208,I especially like the backlit keyboard.,backlit keyboard,positive,22,38
1118,Either way I'm furious.,,,,
2526,"Besides the great look, it is a great machine.",look,positive,18,22
396,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost,negative,10,14
2088,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,negative,4,9
2061,I was not aware that this product cannot display websites that contain Flash.,,,,
1094,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA.",,,,
501,A lot of help they WEREN'T!,,,,
1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,neutral,5,20
,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),motherboard chip,neutral,28,44
,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),CPU,neutral,59,62
,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,neutral,75,85
1013,I will never buy anything from HP again!,,,,
1521,I can't imagine EVER buying a PC again!,,,,
1052,The buttons you have to press a little harder than most.,buttons,negative,4,11
1922,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,negative,4,16
,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,neutral,71,78
,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,negative,116,123
2251,It allows you to automatically upload photos to your Facebook account with one click.,,,,
2715,Took it back as it was defective.,,,,
1115,"Other Thoughts: I love newegg, I recommend them to the world however this is just unacceptable.",,,,
1214,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,,,,
297,I simply got tired of a bad computer like windows with its constant freezing and anti-virus.,,,,
1025,"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",,,,
2990,Right size and weight for portability.,size,positive,6,10
,Right size and weight for portability.,weight,positive,15,21
,Right size and weight for portability.,portability,positive,26,37
2555,We decided we would try to trade-in our old ones.,,,,
2384,"So far, so good!",,,,
2929,It took a little over 2 weeks until i got it back.,,,,
1262,Eventually the screen went blank and the computer would not turn on.,,,,
701,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,4,16
828,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,neutral,21,47
,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",1GB of RAM,negative,69,79
2411,What a waste of time it was to run a Defrag on the PC!,,,,
3023,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,negative,26,33
,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,brightness,neutral,167,177
2961,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,negative,58,79
,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,negative,98,112
133,This system is not worth the money or trouble trying to get it fix.,,,,
1162,"UPDATE: Two years after buying this laptop, I am now the proud owner of a lemon.",,,,
2329,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,neutral,56,64
2000,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,positive,59,66
2204,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,,,,
1269,We did not even have it a year.,,,,
1528,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,neutral,101,109
928,So you out of of notebook and money.,,,,
772,Was searching online for a power supply when I found this site.,power supply,neutral,27,39
1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,neutral,107,113
,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",graphics editing,neutral,60,76
,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",complex data analysis,neutral,81,102
858,  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,negative,52,57
1173,(No problem with the ordering or shipping by the way.,shipping,positive,33,41
1647,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,positive,8,11
,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,positive,76,87
,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,surf the web,positive,121,133
2488,The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,negative,43,58
1995,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,negative,92,97
2820,"Fast, great visual!",visual,positive,12,18
2083,It's priced very reasonable and works very well right out of the box.,priced,positive,5,11
,It's priced very reasonable and works very well right out of the box.,works,positive,32,37
1060,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,neutral,45,47
261,"apple and quess what, you have to send the whole laptop in, too bad, so sad",,,,
3038,If you could stretch by a few 100 dollars I highly recommend you should replace your Windows laptop with this one.,,,,
1814,"might have to buy one for me now, since I use it all the time.",,,,
2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,positive,10,18
